,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,N,P,K ,temperature ,humidity,pH,rainfall
52707,Chhattisgarh,KOREA,2001,Whole Year ,banana,3,97,117,79,49,25.40909896,82.36208097,6.176644228,112.9794804
52773,Chhattisgarh,KOREA,2003,Whole Year ,banana,1,31,119,72,55,25.99069521,83.33983116,6.220643671,112.0777152
53250,Chhattisgarh,MAHASAMUND,2002,Whole Year ,banana,1,45,99,73,53,26.29039046,81.06003778,5.871702211,118.6730366
53288,Chhattisgarh,MAHASAMUND,2003,Whole Year ,banana,1,45,91,84,52,29.14827211,78.71024836,6.390741836,117.536781
53432,Chhattisgarh,MAHASAMUND,2007,Whole Year ,banana,4,175,80,90,47,26.59743595,79.35898915,6.21084479,107.3944717
53468,Chhattisgarh,MAHASAMUND,2008,Whole Year ,banana,1,37,101,70,48,25.36059237,75.03193255,6.012696655,116.5531455
53535,Chhattisgarh,MAHASAMUND,2010,Whole Year ,banana,3,132,108,89,53,29.12036889,80.18080728,5.908770059,112.3982055
53570,Chhattisgarh,MAHASAMUND,2011,Whole Year ,banana,7,358,100,80,52,27.53911354,77.25629897,6.049801781,110.3262123
53606,Chhattisgarh,MAHASAMUND,2012,Whole Year ,banana,9,,109,91,53,29.66727337,83.51014178,6.010095853,110.2511102
53642,Chhattisgarh,MAHASAMUND,2013,Whole Year ,banana,14,715,82,78,46,25.05802193,84.97323747,5.738678895,110.4408803
53679,Chhattisgarh,MAHASAMUND,2014,Whole Year ,banana,19,832,106,70,55,25.86824781,78.52399914,5.74055541,116.3019555
53714,Chhattisgarh,MUNGELI,2011,Whole Year ,banana,12,409,90,86,52,25.85036988,81.95580471,5.793260262,119.0856171
53746,Chhattisgarh,MUNGELI,2012,Whole Year ,banana,12,331,83,95,50,26.51682337,77.79913575,5.50947065,108.8547508
53777,Chhattisgarh,MUNGELI,2013,Whole Year ,banana,13,443,119,90,48,28.66725136,79.59242542,5.986442306,118.2583441
53809,Chhattisgarh,MUNGELI,2014,Whole Year ,banana,15,554,107,72,45,28.14938935,81.54448882,5.790768046,91.40508414
53836,Chhattisgarh,NARAYANPUR,2006,Whole Year ,banana,2,,116,81,55,26.42313317,83.6995044,5.915546415,95.12322062
53861,Chhattisgarh,NARAYANPUR,2007,Whole Year ,banana,3,130,101,75,50,26.59386409,81.40740301,6.242528278,109.9825551
53888,Chhattisgarh,NARAYANPUR,2008,Whole Year ,banana,3,70,93,81,50,27.71822477,76.57853189,6.036079266,102.2099836
53914,Chhattisgarh,NARAYANPUR,2009,Whole Year ,banana,4,327,95,75,45,28.98333432,82.95958244,5.829898502,109.022564
53941,Chhattisgarh,NARAYANPUR,2010,Whole Year ,banana,4,160,107,71,55,29.42017919,83.96754496,6.088064451,117.229079
53970,Chhattisgarh,NARAYANPUR,2011,Whole Year ,banana,6,200,83,94,47,27.39872329,81.10523402,6.469370954,112.1355384
53995,Chhattisgarh,NARAYANPUR,2012,Whole Year ,banana,6,60,102,73,54,26.4020227,84.41007614,5.720726906,111.0162259
54020,Chhattisgarh,NARAYANPUR,2013,Whole Year ,banana,4,154,86,79,45,27.81251452,82.69285419,5.80766417,99.20961514
54044,Chhattisgarh,NARAYANPUR,2014,Whole Year ,banana,6,240,117,86,53,25.19640218,83.55829874,5.703381728,115.8586081
54079,Chhattisgarh,RAIGARH,2000,Whole Year ,banana,16,473,111,79,53,28.31193338,75.77363772,6.165001278,119.695765
54117,Chhattisgarh,RAIGARH,2001,Whole Year ,banana,15,428,95,74,50,25.90113128,80.47152737,6.002481605,110.10323
54159,Chhattisgarh,RAIGARH,2002,Whole Year ,banana,12,342,91,75,55,27.48612983,76.11239849,6.212369363,109.2768851
54200,Chhattisgarh,RAIGARH,2003,Whole Year ,banana,18,513,93,83,46,29.38254012,83.50423735,5.765308943,109.2486647
54238,Chhattisgarh,RAIGARH,2004,Whole Year ,banana,5,140,92,85,51,29.22118628,81.08183635,5.740764682,108.8616474
54276,Chhattisgarh,RAIGARH,2005,Whole Year ,banana,26,865,104,80,54,27.09062164,81.33506906,5.879119455,110.1331182
54316,Chhattisgarh,RAIGARH,2006,Whole Year ,banana,15,475,103,72,51,26.12643374,81.81365007,6.099478745,104.4812858
54355,Chhattisgarh,RAIGARH,2007,Whole Year ,banana,95,2958,92,75,45,29.01207743,77.95192527,5.674403359,90.43495443
54394,Chhattisgarh,RAIGARH,2008,Whole Year ,banana,24,709,93,85,49,27.96799119,79.28625709,5.694243847,119.4765557
54432,Chhattisgarh,RAIGARH,2009,Whole Year ,banana,109,3927,120,87,52,28.0764455,76.05522115,5.905494703,118.9923573
54471,Chhattisgarh,RAIGARH,2010,Whole Year ,banana,98,3104,108,72,46,25.16278237,84.97849241,6.110844721,90.94554618
54511,Chhattisgarh,RAIGARH,2011,Whole Year ,banana,26,824,105,88,54,25.78749808,84.51194224,6.020445317,114.2005455
54550,Chhattisgarh,RAIGARH,2012,Whole Year ,banana,101,602,98,79,50,25.34119774,84.47321314,6.435917308,91.06493353
54589,Chhattisgarh,RAIGARH,2013,Whole Year ,banana,95,3110,111,88,55,29.44795403,78.34971537,5.505393833,96.45042585
54627,Chhattisgarh,RAIGARH,2014,Whole Year ,banana,92,3010,97,74,45,26.47522633,78.51833782,5.677719902,113.1161095
54662,Chhattisgarh,RAIPUR,2000,Whole Year ,banana,21,950,95,82,48,27.39489579,83.31172003,5.719014989,92.78133617
54701,Chhattisgarh,RAIPUR,2001,Whole Year ,banana,19,860,89,91,55,25.08347445,80.261731,6.275572298,94.32961456
54741,Chhattisgarh,RAIPUR,2002,Whole Year ,banana,22,980,89,85,55,26.6719835,76.48541655,6.275384607,91.73358569
54783,Chhattisgarh,RAIPUR,2003,Whole Year ,banana,29,1291,118,88,51,25.44926208,79.49221962,6.201911642,100.6619171
54825,Chhattisgarh,RAIPUR,2004,Whole Year ,banana,24,1069,101,92,45,28.22776705,80.6430384,5.758054257,98.00403016
54866,Chhattisgarh,RAIPUR,2005,Whole Year ,banana,39,1765,99,92,47,28.1279509,77.48247073,6.323933647,103.5045395
54910,Chhattisgarh,RAIPUR,2006,Whole Year ,banana,52,2392,82,77,46,28.9470467,82.1888998,5.901100841,95.83016448
54953,Chhattisgarh,RAIPUR,2007,Whole Year ,banana,35,1533,90,86,55,27.96236771,84.15403614,5.644486582,97.55986676
54995,Chhattisgarh,RAIPUR,2008,Whole Year ,banana,44,1928,95,88,52,28.00316034,78.90085998,6.235461772,94.68180316
55035,Chhattisgarh,RAIPUR,2009,Whole Year ,banana,52,3542,104,73,46,29.1400919,80.1190228,6.28236237,90.45142867
55078,Chhattisgarh,RAIPUR,2010,Whole Year ,banana,40,1606,102,73,52,27.9122104,83.36307683,6.356090905,90.24211529
55112,Chhattisgarh,RAIPUR,2011,Whole Year ,banana,66,2649,100,74,52,25.43480512,81.53977797,5.837258235,96.47800391
55145,Chhattisgarh,RAIPUR,2012,Whole Year ,banana,101,1245,94,89,48,28.55980972,84.51602322,5.653437902,111.0843029
55179,Chhattisgarh,RAIPUR,2013,Whole Year ,banana,102,5212,99,70,46,26.59580783,82.99556744,5.727469947,100.5123341
55211,Chhattisgarh,RAIPUR,2014,Whole Year ,banana,99,4336,112,87,48,27.19711623,77.3970629,6.200111068,99.46950465
55249,Chhattisgarh,RAJNANDGAON,2000,Whole Year ,banana,15,660,117,82,45,25.29391516,79.29122198,5.614471478,105.4220251
55290,Chhattisgarh,RAJNANDGAON,2001,Whole Year ,banana,5,216,96,86,51,29.90888522,76.98740841,6.257369799,91.99964712
55332,Chhattisgarh,RAJNANDGAON,2002,Whole Year ,banana,36,1536,113,85,45,27.94972463,76.63713353,6.037430836,109.0921631
55375,Chhattisgarh,RAJNANDGAON,2003,Whole Year ,banana,4,171,105,93,46,25.01018457,78.76260938,5.760457558,108.3690513
55418,Chhattisgarh,RAJNANDGAON,2004,Whole Year ,banana,30,1281,85,89,51,29.21144871,84.70189923,6.158164422,108.5501443
55457,Chhattisgarh,RAJNANDGAON,2005,Whole Year ,banana,11,402,108,94,47,27.35911627,84.54625006,6.387431383,90.81250457
55501,Chhattisgarh,RAJNANDGAON,2006,Whole Year ,banana,7,256,92,81,52,28.0106804,76.52808057,5.891413895,103.7040783
55542,Chhattisgarh,RAJNANDGAON,2007,Whole Year ,banana,12,475,110,71,54,28.67208915,82.20793613,5.725418961,94.37987496
55584,Chhattisgarh,RAJNANDGAON,2008,Whole Year ,banana,33,1267,82,75,55,27.34585147,78.4873835,6.281069505,92.15524332
55623,Chhattisgarh,RAJNANDGAON,2009,Whole Year ,banana,25,2267,117,81,53,29.50704598,78.20585613,5.507641778,98.12565829
55664,Chhattisgarh,RAJNANDGAON,2010,Whole Year ,banana,37,1353,92,81,52,27.39341554,81.4654833,6.438137279,94.31102057
55706,Chhattisgarh,RAJNANDGAON,2011,Whole Year ,banana,74,2932,105,74,45,25.14517635,81.38204104,6.098369122,119.218154
55746,Chhattisgarh,RAJNANDGAON,2012,Whole Year ,banana,87,1975,102,71,48,28.65456263,79.28693687,5.695267822,102.4633775
55786,Chhattisgarh,RAJNANDGAON,2013,Whole Year ,banana,77,3285,94,91,51,29.16093424,76.67484233,5.618094446,109.575944
55826,Chhattisgarh,RAJNANDGAON,2014,Whole Year ,banana,69,2944,116,71,47,27.57278064,82.0638878,6.435785799,91.34276507
55856,Chhattisgarh,SUKMA,2011,Whole Year ,banana,123,4096,117,79,49,25.40909896,82.36208097,6.176644228,112.9794804
55885,Chhattisgarh,SUKMA,2012,Whole Year ,banana,97,2750,119,72,55,25.99069521,83.33983116,6.220643671,112.0777152
55914,Chhattisgarh,SUKMA,2013,Whole Year ,banana,95,4428,99,73,53,26.29039046,81.06003778,5.871702211,118.6730366
55945,Chhattisgarh,SUKMA,2014,Whole Year ,banana,101,3362,91,84,52,29.14827211,78.71024836,6.390741836,117.536781
56128,Chhattisgarh,SURGUJA,2000,Whole Year ,banana,13,390,80,90,47,26.59743595,79.35898915,6.21084479,107.3944717
56168,Chhattisgarh,SURGUJA,2001,Whole Year ,banana,21,678,101,70,48,25.36059237,75.03193255,6.012696655,116.5531455
56207,Chhattisgarh,SURGUJA,2002,Whole Year ,banana,14,439,108,89,53,29.12036889,80.18080728,5.908770059,112.3982055
56246,Chhattisgarh,SURGUJA,2003,Whole Year ,banana,12,376,100,80,52,27.53911354,77.25629897,6.049801781,110.3262123
56283,Chhattisgarh,SURGUJA,2004,Whole Year ,banana,10,281,109,91,53,29.66727337,83.51014178,6.010095853,110.2511102
56321,Chhattisgarh,SURGUJA,2005,Whole Year ,banana,21,619,82,78,46,25.05802193,84.97323747,5.738678895,110.4408803
56364,Chhattisgarh,SURGUJA,2006,Whole Year ,banana,14,492,106,70,55,25.86824781,78.52399914,5.74055541,116.3019555
56406,Chhattisgarh,SURGUJA,2007,Whole Year ,banana,19,578,90,86,52,25.85036988,81.95580471,5.793260262,119.0856171
56446,Chhattisgarh,SURGUJA,2008,Whole Year ,banana,11,257,83,95,50,26.51682337,77.79913575,5.50947065,108.8547508
56484,Chhattisgarh,SURGUJA,2009,Whole Year ,banana,15,633,119,90,48,28.66725136,79.59242542,5.986442306,118.2583441
56524,Chhattisgarh,SURGUJA,2010,Whole Year ,banana,12,337,107,72,45,28.14938935,81.54448882,5.790768046,91.40508414
56564,Chhattisgarh,SURGUJA,2011,Whole Year ,banana,12,337,116,81,55,26.42313317,83.6995044,5.915546415,95.12322062
56602,Chhattisgarh,SURGUJA,2012,Whole Year ,banana,13,116,101,75,50,26.59386409,81.40740301,6.242528278,109.9825551
56640,Chhattisgarh,SURGUJA,2013,Whole Year ,banana,17,485,93,81,50,27.71822477,76.57853189,6.036079266,102.2099836
56678,Chhattisgarh,SURGUJA,2014,Whole Year ,banana,15,351,95,75,45,28.98333432,82.95958244,5.829898502,109.022564
56702,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Winter     ,banana,14,280,107,71,55,29.42017919,83.96754496,6.088064451,117.229079
56711,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Kharif     ,banana,22,440,83,94,47,27.39872329,81.10523402,6.469370954,112.1355384
56729,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2000,Kharif     ,banana,15,220,102,73,54,26.4020227,84.41007614,5.720726906,111.0162259
56747,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2001,Kharif     ,banana,15,300,86,79,45,27.81251452,82.69285419,5.80766417,99.20961514
56764,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2002,Kharif     ,banana,15,300,117,86,53,25.19640218,83.55829874,5.703381728,115.8586081
56781,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2003,Kharif     ,banana,440,1408,111,79,53,28.31193338,75.77363772,6.165001278,119.695765
56798,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2004,Kharif     ,banana,50,160,95,74,50,25.90113128,80.47152737,6.002481605,110.10323
56817,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2005,Kharif     ,banana,60,200,91,75,55,27.48612983,76.11239849,6.212369363,109.2768851
56846,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2006,Rabi       ,banana,60,1500,93,83,46,29.38254012,83.50423735,5.765308943,109.2486647
57033,Goa,NORTH GOA,2013,Whole Year ,banana,1253,14235,92,85,51,29.22118628,81.08183635,5.740764682,108.8616474
57050,Goa,NORTH GOA,2014,Whole Year ,banana,1304,14754,104,80,54,27.09062164,81.33506906,5.879119455,110.1331182
57136,Goa,SOUTH GOA,2013,Whole Year ,banana,1071,12073,103,72,51,26.12643374,81.81365007,6.099478745,104.4812858
57151,Goa,SOUTH GOA,2014,Whole Year ,banana,1076,12128,92,75,45,29.01207743,77.95192527,5.674403359,90.43495443
57175,Gujarat,AHMADABAD,1997,Whole Year ,banana,200,14300,93,85,49,27.96799119,79.28625709,5.694243847,119.4765557
57206,Gujarat,AHMADABAD,1998,Whole Year ,banana,100,8000,120,87,52,28.0764455,76.05522115,5.905494703,118.9923573
57234,Gujarat,AHMADABAD,1999,Whole Year ,banana,100,8800,108,72,46,25.16278237,84.97849241,6.110844721,90.94554618
57258,Gujarat,AHMADABAD,2000,Whole Year ,banana,200,8000,105,88,54,25.78749808,84.51194224,6.020445317,114.2005455
57392,Gujarat,AHMADABAD,2006,Whole Year ,banana,100,1300,98,79,50,25.34119774,84.47321314,6.435917308,91.06493353
57415,Gujarat,AHMADABAD,2007,Whole Year ,banana,100,4000,111,88,55,29.44795403,78.34971537,5.505393833,96.45042585
57440,Gujarat,AHMADABAD,2008,Whole Year ,banana,100,6100,97,74,45,26.47522633,78.51833782,5.677719902,113.1161095
57730,Gujarat,AMRELI,2005,Whole Year ,banana,100,7700,95,82,48,27.39489579,83.31172003,5.719014989,92.78133617
57894,Gujarat,ANAND,2003,Whole Year ,banana,10300,746900,89,91,55,25.08347445,80.261731,6.275572298,94.32961456
57914,Gujarat,ANAND,2004,Whole Year ,banana,11200,590500,89,85,55,26.6719835,76.48541655,6.275384607,91.73358569
57935,Gujarat,ANAND,2005,Whole Year ,banana,8900,645800,118,88,51,25.44926208,79.49221962,6.201911642,100.6619171
57956,Gujarat,ANAND,2006,Whole Year ,banana,8400,675100,101,92,45,28.22776705,80.6430384,5.758054257,98.00403016
57981,Gujarat,ANAND,2007,Whole Year ,banana,8200,606400,99,92,47,28.1279509,77.48247073,6.323933647,103.5045395
58007,Gujarat,ANAND,2008,Whole Year ,banana,8000,609300,82,77,46,28.9470467,82.1888998,5.901100841,95.83016448
58035,Gujarat,ANAND,2009,Whole Year ,banana,6700,521900,90,86,55,27.96236771,84.15403614,5.644486582,97.55986676
58064,Gujarat,ANAND,2010,Whole Year ,banana,8600,661600,95,88,52,28.00316034,78.90085998,6.235461772,94.68180316
58094,Gujarat,ANAND,2011,Whole Year ,banana,9800,740600,104,73,46,29.1400919,80.1190228,6.28236237,90.45142867
58123,Gujarat,ANAND,2012,Whole Year ,banana,9800,775100,102,73,52,27.9122104,83.36307683,6.356090905,90.24211529
58538,Gujarat,BHARUCH,1997,Whole Year ,banana,5100,305000,100,74,52,25.43480512,81.53977797,5.837258235,96.47800391
58568,Gujarat,BHARUCH,1998,Whole Year ,banana,4000,244600,94,89,48,28.55980972,84.51602322,5.653437902,111.0843029
58597,Gujarat,BHARUCH,1999,Whole Year ,banana,3700,240200,99,70,46,26.59580783,82.99556744,5.727469947,100.5123341
58619,Gujarat,BHARUCH,2000,Whole Year ,banana,4300,254600,112,87,48,27.19711623,77.3970629,6.200111068,99.46950465
58646,Gujarat,BHARUCH,2001,Whole Year ,banana,5000,295700,117,82,45,25.29391516,79.29122198,5.614471478,105.4220251
58698,Gujarat,BHARUCH,2003,Whole Year ,banana,6800,502400,96,86,51,29.90888522,76.98740841,6.257369799,91.99964712
58724,Gujarat,BHARUCH,2004,Whole Year ,banana,10100,640400,113,85,45,27.94972463,76.63713353,6.037430836,109.0921631
58747,Gujarat,BHARUCH,2005,Whole Year ,banana,10300,690500,105,93,46,25.01018457,78.76260938,5.760457558,108.3690513
58772,Gujarat,BHARUCH,2006,Whole Year ,banana,7300,467500,85,89,51,29.21144871,84.70189923,6.158164422,108.5501443
58796,Gujarat,BHARUCH,2007,Whole Year ,banana,9600,555800,108,94,47,27.35911627,84.54625006,6.387431383,90.81250457
58821,Gujarat,BHARUCH,2008,Whole Year ,banana,8700,564400,92,81,52,28.0106804,76.52808057,5.891413895,103.7040783
58844,Gujarat,BHARUCH,2009,Whole Year ,banana,4900,325600,110,71,54,28.67208915,82.20793613,5.725418961,94.37987496
58873,Gujarat,BHARUCH,2010,Whole Year ,banana,4500,286000,82,75,55,27.34585147,78.4873835,6.281069505,92.15524332
58901,Gujarat,BHARUCH,2011,Whole Year ,banana,8700,668300,117,81,53,29.50704598,78.20585613,5.507641778,98.12565829
58929,Gujarat,BHARUCH,2012,Whole Year ,banana,8200,557100,92,81,52,27.39341554,81.4654833,6.438137279,94.31102057
58946,Gujarat,BHAVNAGAR,1997,Whole Year ,banana,300,23300,105,74,45,25.14517635,81.38204104,6.098369122,119.218154
58972,Gujarat,BHAVNAGAR,1998,Whole Year ,banana,300,21600,102,71,48,28.65456263,79.28693687,5.695267822,102.4633775
58996,Gujarat,BHAVNAGAR,1999,Whole Year ,banana,200,7600,94,91,51,29.16093424,76.67484233,5.618094446,109.575944
59102,Gujarat,BHAVNAGAR,2004,Whole Year ,banana,200,10500,116,71,47,27.57278064,82.0638878,6.435785799,91.34276507
59121,Gujarat,BHAVNAGAR,2005,Whole Year ,banana,200,14000,117,79,49,25.40909896,82.36208097,6.176644228,112.9794804
59143,Gujarat,BHAVNAGAR,2006,Whole Year ,banana,100,4000,119,72,55,25.99069521,83.33983116,6.220643671,112.0777152
59254,Gujarat,BHAVNAGAR,2011,Whole Year ,banana,100,6800,99,73,53,26.29039046,81.06003778,5.871702211,118.6730366
59413,Gujarat,DANG,2006,Whole Year ,banana,100,1200,91,84,52,29.14827211,78.71024836,6.390741836,117.536781
59429,Gujarat,DANG,2007,Whole Year ,banana,100,2400,80,90,47,26.59743595,79.35898915,6.21084479,107.3944717
59514,Gujarat,DANG,2012,Whole Year ,banana,100,4700,101,70,48,25.36059237,75.03193255,6.012696655,116.5531455
59818,Gujarat,GANDHINAGAR,2001,Whole Year ,banana,10900,579800,108,89,53,29.12036889,80.18080728,5.908770059,112.3982055
60446,Gujarat,JUNAGADH,1997,Whole Year ,banana,400,10200,100,80,52,27.53911354,77.25629897,6.049801781,110.3262123
60473,Gujarat,JUNAGADH,1998,Whole Year ,banana,400,22000,109,91,53,29.66727337,83.51014178,6.010095853,110.2511102
60497,Gujarat,JUNAGADH,1999,Whole Year ,banana,400,14700,82,78,46,25.05802193,84.97323747,5.738678895,110.4408803
60521,Gujarat,JUNAGADH,2000,Whole Year ,banana,300,17400,106,70,55,25.86824781,78.52399914,5.74055541,116.3019555
60543,Gujarat,JUNAGADH,2001,Whole Year ,banana,400,19500,90,86,52,25.85036988,81.95580471,5.793260262,119.0856171
60588,Gujarat,JUNAGADH,2003,Whole Year ,banana,300,15800,83,95,50,26.51682337,77.79913575,5.50947065,108.8547508
60610,Gujarat,JUNAGADH,2004,Whole Year ,banana,100,6400,119,90,48,28.66725136,79.59242542,5.986442306,118.2583441
60651,Gujarat,JUNAGADH,2006,Whole Year ,banana,100,2400,107,72,45,28.14938935,81.54448882,5.790768046,91.40508414
60672,Gujarat,JUNAGADH,2007,Whole Year ,banana,100,5400,116,81,55,26.42313317,83.6995044,5.915546415,95.12322062
60695,Gujarat,JUNAGADH,2008,Whole Year ,banana,100,7400,101,75,50,26.59386409,81.40740301,6.242528278,109.9825551
60716,Gujarat,JUNAGADH,2009,Whole Year ,banana,100,3900,93,81,50,27.71822477,76.57853189,6.036079266,102.2099836
60742,Gujarat,JUNAGADH,2010,Whole Year ,banana,100,4800,95,75,45,28.98333432,82.95958244,5.829898502,109.022564
60807,Gujarat,KACHCHH,1997,Whole Year ,banana,300,17400,107,71,55,29.42017919,83.96754496,6.088064451,117.229079
60827,Gujarat,KACHCHH,1998,Whole Year ,banana,400,29500,83,94,47,27.39872329,81.10523402,6.469370954,112.1355384
60847,Gujarat,KACHCHH,1999,Whole Year ,banana,300,22000,102,73,54,26.4020227,84.41007614,5.720726906,111.0162259
60865,Gujarat,KACHCHH,2000,Whole Year ,banana,200,10500,86,79,45,27.81251452,82.69285419,5.80766417,99.20961514
60883,Gujarat,KACHCHH,2001,Whole Year ,banana,100,8200,117,86,53,25.19640218,83.55829874,5.703381728,115.8586081
60923,Gujarat,KACHCHH,2003,Whole Year ,banana,600,43100,111,79,53,28.31193338,75.77363772,6.165001278,119.695765
60944,Gujarat,KACHCHH,2004,Whole Year ,banana,200,13600,95,74,50,25.90113128,80.47152737,6.002481605,110.10323
60963,Gujarat,KACHCHH,2005,Whole Year ,banana,100,7200,91,75,55,27.48612983,76.11239849,6.212369363,109.2768851
61129,Gujarat,KHEDA,1997,Whole Year ,banana,6900,358800,93,83,46,29.38254012,83.50423735,5.765308943,109.2486647
61163,Gujarat,KHEDA,1998,Whole Year ,banana,5900,368300,92,85,51,29.22118628,81.08183635,5.740764682,108.8616474
61191,Gujarat,KHEDA,1999,Whole Year ,banana,6500,354400,104,80,54,27.09062164,81.33506906,5.879119455,110.1331182
61219,Gujarat,KHEDA,2000,Whole Year ,banana,11100,563500,103,72,51,26.12643374,81.81365007,6.099478745,104.4812858
61354,Gujarat,KHEDA,2005,Whole Year ,banana,100,4100,92,75,45,29.01207743,77.95192527,5.674403359,90.43495443
61382,Gujarat,KHEDA,2006,Whole Year ,banana,100,9700,93,85,49,27.96799119,79.28625709,5.694243847,119.4765557
61410,Gujarat,KHEDA,2007,Whole Year ,banana,100,3400,120,87,52,28.0764455,76.05522115,5.905494703,118.9923573
61441,Gujarat,KHEDA,2008,Whole Year ,banana,100,4400,108,72,46,25.16278237,84.97849241,6.110844721,90.94554618
61470,Gujarat,KHEDA,2009,Whole Year ,banana,100,5700,105,88,54,25.78749808,84.51194224,6.020445317,114.2005455
62006,Gujarat,NARMADA,2003,Whole Year ,banana,4000,264600,98,79,50,25.34119774,84.47321314,6.435917308,91.06493353
62025,Gujarat,NARMADA,2004,Whole Year ,banana,3400,238000,111,88,55,29.44795403,78.34971537,5.505393833,96.45042585
62046,Gujarat,NARMADA,2005,Whole Year ,banana,4400,308600,97,74,45,26.47522633,78.51833782,5.677719902,113.1161095
62066,Gujarat,NARMADA,2006,Whole Year ,banana,4000,283300,95,82,48,27.39489579,83.31172003,5.719014989,92.78133617
62086,Gujarat,NARMADA,2007,Whole Year ,banana,4600,292900,89,91,55,25.08347445,80.261731,6.275572298,94.32961456
62105,Gujarat,NARMADA,2008,Whole Year ,banana,4300,301100,89,85,55,26.6719835,76.48541655,6.275384607,91.73358569
62123,Gujarat,NARMADA,2009,Whole Year ,banana,4300,310400,118,88,51,25.44926208,79.49221962,6.201911642,100.6619171
62144,Gujarat,NARMADA,2010,Whole Year ,banana,5200,358600,101,92,45,28.22776705,80.6430384,5.758054257,98.00403016
62164,Gujarat,NARMADA,2011,Whole Year ,banana,5600,350900,99,92,47,28.1279509,77.48247073,6.323933647,103.5045395
62187,Gujarat,NARMADA,2012,Whole Year ,banana,5800,376700,82,77,46,28.9470467,82.1888998,5.901100841,95.83016448
62204,Gujarat,NAVSARI,2003,Whole Year ,banana,200,10300,90,86,55,27.96236771,84.15403614,5.644486582,97.55986676
62224,Gujarat,NAVSARI,2004,Whole Year ,banana,200,11100,95,88,52,28.00316034,78.90085998,6.235461772,94.68180316
62244,Gujarat,NAVSARI,2005,Whole Year ,banana,200,13200,104,73,46,29.1400919,80.1190228,6.28236237,90.45142867
62263,Gujarat,NAVSARI,2006,Whole Year ,banana,200,15800,102,73,52,27.9122104,83.36307683,6.356090905,90.24211529
62283,Gujarat,NAVSARI,2007,Whole Year ,banana,200,17000,100,74,52,25.43480512,81.53977797,5.837258235,96.47800391
62304,Gujarat,NAVSARI,2008,Whole Year ,banana,300,20700,94,89,48,28.55980972,84.51602322,5.653437902,111.0843029
62323,Gujarat,NAVSARI,2009,Whole Year ,banana,300,17600,99,70,46,26.59580783,82.99556744,5.727469947,100.5123341
62347,Gujarat,NAVSARI,2010,Whole Year ,banana,100,10300,112,87,48,27.19711623,77.3970629,6.200111068,99.46950465
62372,Gujarat,NAVSARI,2011,Whole Year ,banana,300,18000,117,82,45,25.29391516,79.29122198,5.614471478,105.4220251
62395,Gujarat,NAVSARI,2012,Whole Year ,banana,200,12400,96,86,51,29.90888522,76.98740841,6.257369799,91.99964712
62416,Gujarat,PANCH MAHALS,1997,Whole Year ,banana,100,3000,113,85,45,27.94972463,76.63713353,6.037430836,109.0921631
62478,Gujarat,PANCH MAHALS,1999,Whole Year ,banana,100,5500,105,93,46,25.01018457,78.76260938,5.760457558,108.3690513
62505,Gujarat,PANCH MAHALS,2000,Whole Year ,banana,100,4800,85,89,51,29.21144871,84.70189923,6.158164422,108.5501443
62533,Gujarat,PANCH MAHALS,2001,Whole Year ,banana,100,4200,108,94,47,27.35911627,84.54625006,6.387431383,90.81250457
62586,Gujarat,PANCH MAHALS,2003,Whole Year ,banana,300,18500,92,81,52,28.0106804,76.52808057,5.891413895,103.7040783
62615,Gujarat,PANCH MAHALS,2004,Whole Year ,banana,200,13200,110,71,54,28.67208915,82.20793613,5.725418961,94.37987496
62644,Gujarat,PANCH MAHALS,2005,Whole Year ,banana,200,13600,82,75,55,27.34585147,78.4873835,6.281069505,92.15524332
62675,Gujarat,PANCH MAHALS,2006,Whole Year ,banana,100,6000,117,81,53,29.50704598,78.20585613,5.507641778,98.12565829
62706,Gujarat,PANCH MAHALS,2007,Whole Year ,banana,100,7600,92,81,52,27.39341554,81.4654833,6.438137279,94.31102057
62739,Gujarat,PANCH MAHALS,2008,Whole Year ,banana,100,11600,105,74,45,25.14517635,81.38204104,6.098369122,119.218154
62770,Gujarat,PANCH MAHALS,2009,Whole Year ,banana,100,5200,102,71,48,28.65456263,79.28693687,5.695267822,102.4633775
62805,Gujarat,PANCH MAHALS,2010,Whole Year ,banana,100,8400,94,91,51,29.16093424,76.67484233,5.618094446,109.575944
62841,Gujarat,PANCH MAHALS,2011,Whole Year ,banana,100,6400,116,71,47,27.57278064,82.0638878,6.435785799,91.34276507
62876,Gujarat,PANCH MAHALS,2012,Whole Year ,banana,100,5200,117,79,49,25.40909896,82.36208097,6.176644228,112.9794804
63634,Gujarat,SABAR KANTHA,1998,Whole Year ,banana,100,3600,119,72,55,25.99069521,83.33983116,6.220643671,112.0777152
63954,Gujarat,SABAR KANTHA,2011,Whole Year ,banana,100,3600,99,73,53,26.29039046,81.06003778,5.871702211,118.6730366
